EpiuppdragID	Analysmaterialid	Status (numerisk)	Status	Kommentar	Resultat	Undersökning/Analys	Undersökningar	Alla agens och undersökningar	Djuridentitet	Uppdragid	Provid	Provursprung	Överordnadeuppdrag	Djurslagskod	Systematikkod	Djurslag	Livsvillkor	Djurhållning	Län	PPN	Gisx	Gisy	Gisbeskrivning	Materialkod	Materialnamn	Könkod	Insättningsdatum	Besättningsstorlek	Produktionsplats	Kön	Ålder	Produktionssätt	Handläggare	Insändare	Djurägare	Kundmärkning	Provdatum	Provtagningsorsak	Provtagningsorsak Namn	Ankomstdatum	Övrigt	Raskod	Ras	Provtagare	Antalpooladeanalysmaterial	Kundnamn	Kundadress	Kundpostnr	Kundort	Kund Djurägare Adress	Kund Djurägare Postnr	Kund Djurägare Ort	Uppdraget har K4	Labprovid	Namn	Parprovsid	Kommentarer	Antal inköpta kalvar	Antal platser	Antal flockar	Antal smittade flockar	Antal djur i smittad flock	Antibiotika res	Ursprungsland	Blodig diarré	Löpnummer	Besättningsstorlek lokal	Campylobacterart	Detaljerad provtagningsorsak	Dnr SJV	Foderleverantör	Fagtyp	Fjäderfä	Gårdsnamn	Hippuratest	Indexfall	MLST	MLST complex	Mortalitet	Morbiditet	Maldi-tof resultat	MLVA sammanställning	MIC	Materialnamn detaljerad	Påverkat AT	Primärisolat	Provtyp	Primärfall	Provtagningsområde	Produktionsstadium	Preliminärt primärisolat	PFGE typning	Svår dyspné	Systematikodsmappning1	Spärrdatum	Spärr hävd	Sida i foderanläggning	Serotyp	Terapisvikt	Vattnig diarré	Ärende i Urax	Indexisolat	SVARM	Agensurval	Allmän BKT	Teknik	Agenspåvisande teknik	Typning
E18-024	16-VLT001138-1	0	Ej påvisad		ej påvisad	ASFV rPCR	ASFV rPCR		VLT 138/16	U160620-1038	16-VLT001138-1	SVALA	Ö12-006	.v	8987505251511	Vildsvin		Vilt (Jakt - fiske - natur)			6607000	1594000	Skörby, Bålsta	POOL	Pool	2				Honkön	Årsunge							2020	Fallviltundersökning	2016/06/20 00:00:00					2									16-VLT001138-1	ASF visualisering																																																	5975		Realtids-PCR	1
E18-024	16-VLT000139-1	0	Ej påvisad		ej påvisad	ASFV rPCR	ASFV rPCR		VLT 139/16	U160523-1039	16-VLT000139-1	SVALA	Ö12-006	.v	8987505251511	Vildsvin		Vilt (Jakt - fiske - natur)					Ej angiven	POOL	Pool	1				Hankön	5 månader							2020	Fallviltundersökning	2016/05/23 00:00:00					2									16-VLT000139-1	ASF visualisering																																																	5975		Realtids-PCR	1
E18-024	16-VLT000140-1	0	Ej påvisad		ej påvisad	ASFV rPCR	ASFV rPCR		VLT 140/16	U160509-1040	16-VLT000140-1	SVALA	Ö12-006	.v	8987505251511	Vildsvin		Vilt (Jakt - fiske - natur)			6548000	1606000	Mörkö?	POOL	Pool	1				Hankön	Ungdjur							2020	Fallviltundersökning	2016/05/09 00:00:00					2									16-VLT000140-1	ASF visualisering																																																	5975		Realtids-PCR	1
E18-024	16-VLT000141-1	0	Ej påvisad		ej påvisad	ASFV rPCR	ASFV rPCR		VLT 141/16	U160509-1041	16-VLT000141-1	SVALA	Ö12-006	.v	8987505251511	Vildsvin		Vilt (Jakt - fiske - natur)			6549000	1606000	Mörkö?	POOL	Pool	1				Hankön	Ungdjur							2020	Fallviltundersökning	2016/05/09 00:00:00					2									16-VLT000141-1	ASF visualisering																																																	5975		Realtids-PCR	1
E18-024	16-VLT000142-1	0	Ej påvisad		ej påvisad	ASFV rPCR	P-fall, ASFV rPCR		VLT 142/16	U160408-1042	16-VLT000142-1	SVALA	Ö12-006	.v	8987505251511	Vildsvin		Vilt (Jakt - fiske - natur)	N		6280795	1322113	Stranden utanför Halmstad	.o	Ofixerat material	8				Okänt							2016/04/08 00:00:00	1000	Sjukdom/Skada/Dödsfall	2016/04/08 00:00:00					0									16-VLT000142-1	ASF visualisering																																																	5975		Realtids-PCR	1
E18-024	16-VLT000143-1	0	Ej påvisad		ej påvisad	ASFV rPCR	ASFV rPCR		VLT 143/16	U160321-1043	16-VLT000143-1	SVALA	Ö12-006	.v	8987505251511	Vildsvin		Vilt (Jakt - fiske - natur)			6621664	1535106	Färdskär, Svanå	POOL	Pool	2				Honkön	6 månader							2020	Fallviltundersökning	2016/03/22 00:00:00					2									16-VLT000143-1	ASF visualisering																																																	5975		Realtids-PCR	1
E18-024	16-VLT000144-1	0	Ej påvisad		ej påvisad	ASFV rPCR	ASFV rPCR		VLT 144/16	U160311-1044	16-VLT000144-1	SVALA	Ö12-006	.v	8987505251511	Vildsvin		Vilt (Jakt - fiske - natur)			6542183	1607732	Mörkö	POOL	Pool	1				Hankön	6 månader							2020	Fallviltundersökning	2016/03/11 00:00:00					2									16-VLT000144-1	ASF visualisering																																																	5975		Realtids-PCR	1
E18-024	16-VLT000145-1	0	Ej påvisad		ej påvisad	ASFV rPCR	ASFV rPCR		VLT 145/16	U160308-1045	16-VLT000145-1	SVALA	Ö12-006	.v	8987505251511	Vildsvin		Vilt (Jakt - fiske - natur)			6629364	1535106	Färdskär, Svanå	POOL	Pool	2				Honkön								2020	Fallviltundersökning	2016/03/08 00:00:00					2									16-VLT000145-1	ASF visualisering																																																	5975		Realtids-PCR	1
E18-024	16-VLT000146-1	0	Ej påvisad		ej påvisad	ASFV rPCR	ASFV rPCR		VLT 146/16	U160308-1046	16-VLT000146-1	SVALA	Ö12-006	.v	8987505251511	Vildsvin		Vilt (Jakt - fiske - natur)			6623664	1535106	Färdskär, Svanå	POOL	Pool	2				Honkön								2020	Fallviltundersökning	2016/03/08 00:00:00					2									16-VLT000146-1	ASF visualisering																																																	5975		Realtids-PCR	1
E18-024	16-VLT000147-1	0	Ej påvisad		ej påvisad	ASFV rPCR	ASFV rPCR		VLT 147/16	U160304-1047	16-VLT000147-1	SVALA	Ö12-006	.v	8987505251511	Vildsvin		Vilt (Jakt - fiske - natur)					Ej angivet	POOL	Pool	1				Hankön	9 månader							2020	Fallviltundersökning	2016/03/04 00:00:00					2									16-VLT000147-1	ASF visualisering																																																	5975		Realtids-PCR	1
